correctness,grammaticality,understandability,prediction,Bleu_4,METEOR,ROUGE_L,BERTScore,MoverScore,reference_raw,answer_raw,paragraph_raw,sentence_raw,reference_norm,model
2.8,3.0,2.8,"Along with social science, medicine and design, what is a course of study offered at a Fachhochschule?",0.15005212293401946,0.23198315127162683,0.3885350318471337,0.9092936515808105,0.6350464106585618,"In addition to technology, Fachhochschulen offer courses in social science, medicine, design, and what other discipline?",business,"Fachhochschulen were first founded in the early 1970s. They do not focus exclusively on technology, but may also offer courses in social science, medicine, business and design. They grant bachelor's degrees and master's degrees, and focus more on teaching than research and more on specific professions than on science.","They do not focus exclusively on technology, but may also offer courses in social science, medicine, business and design.","in addition to technology , fachhochschulen offer courses in social science , medicine , design , and what other discipline ?",T5 Large
3.0,3.0,3.0,Who declared the conflict in Darfur a genocide?,2.587428233006011e-09,0.14985714886974918,0.38730158730158726,0.9222863912582397,0.5798195129006753,In 2003 what well known U.S. Secretary of State declared the situation in Darfur as an act of genocide?,Colin Powell,"There has been much debate over categorizing the situation in Darfur as genocide. The ongoing conflict in Darfur, Sudan, which started in 2003, was declared a ""genocide"" by United States Secretary of State Colin Powell on 9 September 2004 in testimony before the Senate Foreign Relations Committee. Since that time however, no other permanent member of the UN Security Council followed suit. In fact, in January 2005, an International Commission of Inquiry on Darfur, authorized by UN Security Council Resolution 1564 of 2004, issued a report to the Secretary-General stating that ""the Government of the Sudan has not pursued a policy of genocide."" Nevertheless, the Commission cautioned that ""The conclusion that no genocidal policy has been pursued and implemented in Darfur by the Government authorities, directly or through the militias under their control, should not be taken in any way as detracting from the gravity of the crimes perpetrated in that region. International offences such as the crimes against humanity and war crimes that have been committed in Darfur may be no less serious and heinous than genocide.""","The ongoing conflict in Darfur, Sudan, which started in 2003, was declared a ""genocide"" by United States Secretary of State Colin Powell on 9 September 2004 in testimony before the Senate Foreign Relations Committee.",in 2003 what well known u.s. secretary of state declared the situation in darfur as an act of genocide ?,T5 Large
2.8,3.0,2.8,Why was BBC2 put off the air?,7.179095782155307e-13,0.11505617977528092,0.20469798657718125,0.9093332290649414,0.592359777725865,What prevented BBC2 from broadcasting on its scheduled launch date?,massive power failure,"BBC TV was renamed BBC1 in 1964, after the launch of BBC2 (now BBC Two), the third television station (ITV was the second) for the UK; its remit, to provide more niche programming. The channel was due to launch on 20 April 1964, but was put off the air by a massive power failure that affected much of London, caused by a fire at Battersea Power Station. A videotape made on the opening night was rediscovered in 2003 by a BBC technician. In the end the launch went ahead the following night, hosted by Denis Tuohy holding a candle. BBC2 was the first British channel to use UHF and 625-line pictures, giving higher definition than the existing VHF 405-line system.","The channel was due to launch on 20 April 1964, but was put off the air by a massive power failure that affected much of London, caused by a fire at Battersea Power Station.",what prevented bbc2 from broadcasting on its scheduled launch date ?,T5 Large
3.0,3.0,3.0,"Who applied for a UK patent for his design of a ""plastic music box"" in 1981?",0.23830412563888825,0.3289985413211763,0.5223596574690771,0.9118176102638245,0.6231584447189117,"Who was the holder of the previous patent for the ""plastic music box""?",Kane Kramer,"In September 2007, during a lawsuit with patent holding company Burst.com, Apple drew attention to a patent for a similar device that was developed in 1979. Kane Kramer applied for a UK patent for his design of a ""plastic music box"" in 1981, which he called the IXI. He was unable to secure funding to renew the US$120,000 worldwide patent, so it lapsed and Kramer never profited from his idea.","Kane Kramer applied for a UK patent for his design of a ""plastic music box"" in 1981, which he called the IXI.",who was the holder of the previous patent for the `` plastic music box '' ?,T5 Large
3.0,3.0,3.0,When did Schwarzenegger become a U.S. citizen?,0.2117924179947832,0.25920059179506033,0.5281385281385281,0.934638261795044,0.6484968113971579,What year did Schwarzenegger become a naturalized citizen of the United States?,1983,"Schwarzenegger is a dual Austrian/United States citizen. He holds Austrian citizenship by birth and has held U.S. citizenship since becoming naturalized in 1983. Being Austrian and thus European, he was able to win the 2007 European Voice campaigner of the year award for taking action against climate change with the California Global Warming Solutions Act of 2006 and plans to introduce an emissions trading scheme with other US states and possibly with the EU.",He holds Austrian citizenship by birth and has held U.S. citizenship since becoming naturalized in 1983.,what year did schwarzenegger become a naturalized citizen of the united states ?,T5 Large
3.0,3.0,3.0,What tradition begins at the stroke of midnight?,6.876220286379707e-13,0.08823529411764706,0.35209235209235207,0.9011607766151428,0.5589142256641284,What occurs at midnight preceding a football home game at Notre Dame?,the Drummers' Circle,"Football gameday traditions During home games, activities occur all around campus and different dorms decorate their halls with a traditional item (e.g. Zahm House's two-story banner). Traditional activities begin at the stroke of midnight with the Drummers' Circle. This tradition involves the drum line of the Band of the Fighting Irish and ushers in the rest of the festivities that will continue the rest of the gameday Saturday. Later that day, the trumpet section will play the Notre Dame Victory March and the Notre Dame Alma Mater under the dome. The band entire will play a concert at the steps of Bond Hall, from where they will march into Notre Dame Stadium, leading fans and students alike across campus to the game.",Traditional activities begin at the stroke of midnight with the Drummers' Circle.,what occurs at midnight preceding a football home game at notre dame ?,T5 Large
2.8,3.0,3.0,What is Portugal's main competitor in travel and tourism?,7.84510965356927e-13,0.20424888222231916,0.28818897637795277,0.8872203826904297,0.602274180713625,With what area does Portugal compete with for tourists?,Eastern European destinations,"Travel and tourism continue to be extremely important for Portugal, with visitor numbers forecast to increase significantly in the future.[citation needed] However, the increasing competition from Eastern European destinations continues to develop, with the presence of similar attractions that are often cheaper in countries such as Croatia. Consequently, it has been necessary for the country to focus upon its niche attractions, such as health, nature and rural tourism, to stay ahead of its competitors.","However, the increasing competition from Eastern European destinations continues to develop, with the presence of similar attractions that are often cheaper in countries such as Croatia.",with what area does portugal compete with for tourists ?,T5 Large
2.8,3.0,3.0,Who did the Yongle Emperor fail to build a strong relationship with?,0.5266403878016923,0.5640487460772899,0.8863936591809777,0.9544086456298828,0.8275608465411277,Who did Yongle Emperor fail to build a solid relationship with?,fifth Karmapa,"Historians Luciano Petech and Sato Hisashi argue that the Ming upheld a ""divide-and-rule"" policy towards a weak and politically fragmented Tibet after the Sakya regime had fallen. Chan writes that this was perhaps the calculated strategy of the Yongle Emperor, as exclusive patronage to one Tibetan sect would have given it too much regional power. Sperling finds no textual evidence in either Chinese or Tibetan sources to support this thesis of Petech and Hisashi. Norbu asserts that their thesis is largely based on the list of Ming titles conferred on Tibetan lamas rather than ""comparative analysis of developments in China and Tibet."" Rossabi states that this theory ""attributes too much influence to the Chinese,"" pointing out that Tibet was already politically divided when the Ming dynasty began. Rossabi also discounts the ""divide-and-rule"" theory on the grounds of the Yongle Emperor's failed attempt to build a strong relationship with the fifth Karmapa—one which he hoped would parallel Kublai Khan's earlier relationship with the Sakya Phagpa lama. Instead, the Yongle Emperor followed the Karmapa's advice of giving patronage to many different Tibetan lamas.","Rossabi also discounts the ""divide-and-rule"" theory on the grounds of the Yongle Emperor's failed attempt to build a strong relationship with the fifth Karmapa—one which he hoped would parallel Kublai Khan's earlier relationship with the Sakya Phagpa lama.",who did yongle emperor fail to build a solid relationship with ?,T5 Large
3.0,3.0,3.0,Who called on CNN to apologise for insulting the Chinese people?,3.646285861281333e-05,0.2784753518228726,0.5833333333333334,0.9370118379592896,0.6891149731193112,Who wanted CNN to apologize for its insult to Chinese people?,the Chinese government,"On April 17, Xinhua condemned what it called ""biased coverage of the Lhasa riots and the Olympic torch relay by the U.S.-based Cable News Network (CNN)"". The same day, the Chinese government called on CNN to ""apologise"" for having allegedly insulted the Chinese people, and for ""attempting to incite the Chinese people against the government"". CNN issued a statement on April 14, responded to China over 'thugs and goons' comment by Jack Cafferty.","The same day, the Chinese government called on CNN to ""apologise"" for having allegedly insulted the Chinese people, and for ""attempting to incite the Chinese people against the government"".",who wanted cnn to apologize for its insult to chinese people ?,T5 Large
3.0,3.0,3.0,Who withdrew from the torch-running ceremony?,4.818871232573042e-13,0.04436229205175601,0.24729729729729732,0.907559335231781,0.5593726002808456,Who is the Green World Foundation chairwoman who refused to participate in the relay?,M.R. Narisa Chakrabongse,"Thailand: The April 18 relay through Bangkok was the Olympic flame's first visit to Thailand. The relay covered just over 10 km, and included Bangkok's Chinatown. The torch was carried past Democracy Monument, Chitralada Palace and a number of other city landmarks. M.R. Narisa Chakrabongse, Green World Foundation (GWF) chairwoman, withdrew from the torch-running ceremony, protesting against China's actions in Tibet. Several hundred protesters were present, along with Olympic supporters. Thai authorities threatened to arrest foreign protesters and ban them from future entry into Thailand. A coalition of Thai human rights groups announced that it would organise a ""small demonstration"" during the relay, and several hundred people did indeed take part in protests, facing Beijing supporters. Intended torchbearer Mom Rajawongse Narissara Chakrabongse boycotted the relay, to protest against China's actions in Tibet. In Bangkok, students told the media that the Chinese Embassy provided them with transportation and gave them shirts to wear.","M.R. Narisa Chakrabongse, Green World Foundation (GWF) chairwoman, withdrew from the torch-running ceremony, protesting against China's actions in Tibet.",who is the green world foundation chairwoman who refused to participate in the relay ?,T5 Large
3.0,3.0,3.0,How many troops have been allocated to Zipingpu?,0.43167001062634186,0.9747428640983508,0.8323586744639376,0.9358904361724854,0.7896565691415711,How many troops were allocated to Zipingpu?,"2,000","The Zipingpu Hydropower Plant (simplified Chinese: 紫坪铺水库; traditional Chinese: 紫坪鋪水庫) located 20 km east of the epicenter was damaged. A recent inspection indicated that the damage was less severe than initially feared, and it remains structurally stable and safe. The Tulong reservoir upstream is in danger of collapse. About 2,000 troops have been allocated to Zipingpu, trying to release the pressure through spillway. In total, 391 dams, most of them small, were reported damaged by the quake.","About 2,000 troops have been allocated to Zipingpu, trying to release the pressure through spillway.",how many troops were allocated to zipingpu ?,T5 Large
2.2,3.0,3.0,When did the financial crisis begin?,3.2313068221372118e-09,0.1686847023780029,0.4491899852724595,0.9277781248092651,0.5739103247728257,When does the United States Financial Crisis Inquiry Commission date the crisis to?,2008,"The U.S. recession that began in December 2007 ended in June 2009, according to the U.S. National Bureau of Economic Research (NBER) and the financial crisis appears to have ended about the same time. In April 2009 TIME magazine declared ""More Quickly Than It Began, The Banking Crisis Is Over."" The United States Financial Crisis Inquiry Commission dates the crisis to 2008. President Barack Obama declared on January 27, 2010, ""the markets are now stabilized, and we've recovered most of the money we spent on the banks.""",The United States Financial Crisis Inquiry Commission dates the crisis to 2008.,when does the united states financial crisis inquiry commission date the crisis to ?,T5 Large
1.0,3.0,3.0,What led to overuse of antibiotics?,0.21281397702518562,0.23768932348442667,0.5024711696869852,0.9349223375320435,0.6195078704160013,What is one issue that can arise from overuse of antibiotics?,"overuse, especially in livestock raising, prompting bacteria to develop resistance","Antibiotics revolutionized medicine in the 20th century, and have together with vaccination led to the near eradication of diseases such as tuberculosis in the developed world. Their effectiveness and easy access led to overuse, especially in livestock raising, prompting bacteria to develop resistance. This has led to widespread problems with antimicrobial and antibiotic resistance, so much as to prompt the World Health Organization to classify antimicrobial resistance as a ""serious threat [that] is no longer a prediction for the future, it is happening right now in every region of the world and has the potential to affect anyone, of any age, in any country"".","Their effectiveness and easy access led to overuse, especially in livestock raising, prompting bacteria to develop resistance.",what is one issue that can arise from overuse of antibiotics ?,T5 Large
3.0,2.8,2.6,Schmithausen has questioned whether karma already played a role in the theory of what in earliest Buddhism?,4.49569817535607e-13,0.049180327868852465,0.2074829931972789,0.8368204832077026,0.5421027696470648,"According the Bronkhorst, intentions and desire are responsible for what?",rebirth,"Bruce Matthews notes that there is no cohesive presentation of karma in the Sutta Pitaka, which may mean that the doctrine was incidental to the main perspective of early Buddhist soteriology. Schmithausen is a notable scholar who has questioned whether karma already played a role in the theory of rebirth of earliest Buddhism.[page needed][note 32] According to Vetter, ""the Buddha at first sought ""the deathless"" (amata/amrta), which is concerned with the here and now. According to Vetter, only after this realization did he become acquainted with the doctrine of rebirth."" Bronkhorst disagrees, and concludes that the Buddha ""introduced a concept of karma that differed considerably from the commonly held views of his time."" According to Bronkhorst, not physical and mental activities as such were seen as responsible for rebirth, but intentions and desire.","According to Vetter, only after this realization did he become acquainted with the doctrine of rebirth.""","according the bronkhorst , intentions and desire are responsible for what ?",T5 Large
3.0,3.0,3.0,How many public performances did Chopin give during his last 18 years?,2.87247730134408e-05,0.3046681855722146,0.3255069370330843,0.9027899503707886,0.6244504087063144,During the last 18 years he lived about how many times did Chopin perform in public?,30,"At the age of 21 he settled in Paris. Thereafter, during the last 18 years of his life, he gave only some 30 public performances, preferring the more intimate atmosphere of the salon. He supported himself by selling his compositions and teaching piano, for which he was in high demand. Chopin formed a friendship with Franz Liszt and was admired by many of his musical contemporaries, including Robert Schumann. In 1835 he obtained French citizenship. After a failed engagement to Maria Wodzińska, from 1837 to 1847 he maintained an often troubled relationship with the French writer George Sand. A brief and unhappy visit to Majorca with Sand in 1838–39 was one of his most productive periods of composition. In his last years, he was financially supported by his admirer Jane Stirling, who also arranged for him to visit Scotland in 1848. Through most of his life, Chopin suffered from poor health. He died in Paris in 1849, probably of tuberculosis.","Thereafter, during the last 18 years of his life, he gave only some 30 public performances, preferring the more intimate atmosphere of the salon.",during the last 18 years he lived about how many times did chopin perform in public ?,T5 Large
2.6,3.0,3.0,Who is responsible for the funding and management of Portugal's research system?,0.3031507009495611,0.3443423321980684,0.6168539325842697,0.9370980262756348,0.6746540360002496,By which ministry is authority granted for funding and managing Portugal's research system?,"Ministry of Science, Technology and Higher Education (MCTES)","Scientific and technological research activities in Portugal are mainly conducted within a network of R&D units belonging to public universities and state-managed autonomous research institutions like the INETI – Instituto Nacional de Engenharia, Tecnologia e Inovação and the INRB – Instituto Nacional dos Recursos Biológicos. The funding and management of this research system is mainly conducted under the authority of the Ministry of Science, Technology and Higher Education (MCTES) itself and the MCTES's Fundação para a Ciência e Tecnologia (FCT). The largest R&D units of the public universities by volume of research grants and peer-reviewed publications, include biosciences research institutions like the Instituto de Medicina Molecular, the Centre for Neuroscience and Cell Biology, the IPATIMUP, the Instituto de Biologia Molecular e Celular and the Abel Salazar Biomedical Sciences Institute.","The funding and management of this research system is mainly conducted under the authority of the Ministry of Science, Technology and Higher Education (MCTES) itself and the MCTES's Fundação para a Ciência e Tecnologia (FCT).",by which ministry is authority granted for funding and managing portugal 's research system ?,T5 Large
2.8,2.8,3.0,What party won the 1976 election?,4.6199933684084654e-05,0.3399072578018199,0.6112224448897796,0.964847207069397,0.6484488283213831,Which party won the Portuguese election in 1976?,Socialist Party,"The country continued to be governed by a Junta de Salvação Nacional until the Portuguese legislative election of 1976. It was won by the Portuguese Socialist Party (PS) and Mário Soares, its leader, became Prime Minister of the 1st Constitutional Government on 23 July. Mário Soares would be Prime Minister from 1976 to 1978 and again from 1983 to 1985. In this capacity Soares tried to resume the economic growth and development record that had been achieved before the Carnation Revolution, during the last decade of the previous regime. He initiated the process of accession to the European Economic Community (EEC) by starting accession negotiations as early as 1977.","It was won by the Portuguese Socialist Party (PS) and Mário Soares, its leader, became Prime Minister of the 1st Constitutional Government on 23 July.",which party won the portuguese election in 1976 ?,T5 Large
3.0,3.0,3.0,How many new antibiotics have been approved in the US since 2009?,3.695372083780018e-05,0.293950561244508,0.6446499339498017,0.9306668043136597,0.6350690029816345,How many antibiotics have been created in the last 7 years?,2,"In April 2013, the Infectious Disease Society of America (IDSA) reported that the weak antibiotic pipeline does not match bacteria's increasing ability to develop resistance. Since 2009, only 2 new antibiotics were approved in the United States. The number of new antibiotics approved for marketing per year declines continuously. The report identified seven antibiotics against the Gram-negative bacilli (GNB) currently in phase 2 or phase 3 clinical trials. However, these drugs do not address the entire spectrum of resistance of GNB. Some of these antibiotics are combination of existent treatments:","Since 2009, only 2 new antibiotics were approved in the United States.",how many antibiotics have been created in the last 7 years ?,T5 Large
2.0,3.0,3.0,What is the primary school enrollment rate in Portugal?,3.9281465081419535e-05,0.2857449127662246,0.4,0.9188128113746643,0.6397063723361373,Portuguese primary school enrollment is close to what percent?,100 percent,"The total adult literacy rate is 99 percent. Portuguese primary school enrollments are close to 100 percent. According to the OECD's Programme for International Student Assessment (PISA) 2009, the average Portuguese 15-year-old student, when rated in terms of reading literacy, mathematics and science knowledge, is placed at the same level as those students from the United States, Sweden, Germany, Ireland, France, Denmark, United Kingdom, Hungary and Taipei, with 489 points (493 is the average). Over 35% of college-age citizens (20 years old) attend one of the country's higher education institutions (compared with 50% in the United States and 35% in the OECD countries). In addition to being a destination for international students, Portugal is also among the top places of origin for international students. All higher education students, both domestic and international, totaled 380,937 in 2005.",Portuguese primary school enrollments are close to 100 percent.,portuguese primary school enrollment is close to what percent ?,T5 Large
3.0,2.8,3.0,Who has the power to declare war per se?,0.5372849658474355,0.3934734513934412,0.7936802973977695,0.9173949956893921,0.6769524344511709,Who has the power to declare ware?,Congress,"The president is the civilian Commander in Chief of the Army and Navy of the United States. He has the authority to command them to take appropriate military action in the event of a sudden crisis. However, only the Congress is explicitly granted the power to declare war per se, as well as to raise, fund and maintain the armed forces. Congress also has the duty and authority to prescribe the laws and regulations under which the armed forces operate, such as the Uniform Code of Military Justice, and requires that all Generals and Admirals appointed by the president be confirmed by a majority vote of the Senate before they can assume their office.","However, only the Congress is explicitly granted the power to declare war per se, as well as to raise, fund and maintain the armed forces.",who has the power to declare ware ?,T5 Large
